Team1Win,Team1GP,Team1W,Team1L,Team1MIN,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,Team1ASTRATIO,Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2GP,Team2W,Team2L,Team2MIN,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,Team2ASTRATIO,Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
0,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7,16.0,9.0,7.0,773.0,105.3,104.9,0.5,57.0,1.23,16.3,31.5,71.1,51.3,18.1,52.9,54.9,90.47,49.3
1,16.0,10.0,6.0,778.0,105.7,101.7,4.1,56.3,1.46,16.6,30.6,65.2,48.4,15.6,50.1,54.4,89.46,54.5,16.0,8.0,8.0,768.0,102.3,98.2,4.1,57.6,1.87,17.2,29.9,73.7,51.3,12.9,47.5,50.3,90.88,51.9
0,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1
0,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7
1,17.0,6.0,11.0,816.0,104.4,113.0,-8.6,51.1,1.27,14.7,30.4,67.9,48.5,15.6,48.7,53.2,89.65,44.1,16.0,13.0,3.0,773.0,108.8,100.6,8.2,61.5,1.69,17.7,38.2,69.0,53.9,15.3,49.7,52.9,88.49,54.9
1,17.0,6.0,11.0,826.0,103.9,107.2,-3.3,61.8,1.44,17.4,30.0,68.6,49.8,16.6,49.5,54.5,91.58,48.7,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0
1,15.0,12.0,3.0,720.0,113.2,104.3,8.9,56.4,1.81,17.8,29.3,74.5,52.4,13.7,54.3,57.1,94.6,55.4,16.0,11.0,5.0,778.0,112.8,105.2,7.7,49.3,1.27,15.4,31.0,68.6,50.9,16.2,53.9,58.3,93.32,54.1
0,15.0,7.0,8.0,735.0,100.8,103.7,-2.9,52.8,1.22,15.3,31.0,67.1,48.9,16.9,48.2,51.9,89.11,46.2,17.0,11.0,6.0,816.0,109.6,107.2,2.4,60.4,1.8,17.9,32.8,66.5,50.0,14.1,50.6,54.3,92.12,52.1
0,17.0,12.0,5.0,826.0,100.9,99.2,1.7,71.1,1.97,20.4,22.7,66.5,45.5,14.2,49.2,53.4,93.21,53.6,18.0,6.0,12.0,874.0,108.1,110.0,-1.9,51.1,1.53,15.8,32.6,66.9,49.1,14.2,50.0,53.3,96.8,47.9
1,17.0,10.0,7.0,816.0,109.2,104.0,5.2,68.0,2.06,20.1,29.7,67.2,48.4,14.0,51.1,54.7,96.26,54.0,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1
0,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3,17.0,11.0,6.0,836.0,106.8,104.8,2.0,62.4,1.46,17.4,33.7,70.4,53.3,16.7,50.1,55.1,91.84,53.7
0,16.0,7.0,9.0,788.0,106.8,107.4,-0.6,57.0,1.47,16.8,31.4,69.6,51.0,15.7,50.6,54.8,91.77,50.2,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6
0,17.0,6.0,11.0,826.0,103.9,107.2,-3.3,61.8,1.44,17.4,30.0,68.6,49.8,16.6,49.5,54.5,91.58,48.7,17.0,3.0,14.0,821.0,97.6,107.2,-9.6,66.7,1.69,17.6,28.1,66.0,46.2,14.5,43.9,49.3,92.08,45.0
1,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9
0,16.0,8.0,8.0,768.0,102.3,98.2,4.1,57.6,1.87,17.2,29.9,73.7,51.3,12.9,47.5,50.3,90.88,51.9,16.0,13.0,3.0,773.0,108.8,100.6,8.2,61.5,1.69,17.7,38.2,69.0,53.9,15.3,49.7,52.9,88.49,54.9
1,17.0,5.0,12.0,821.0,102.1,105.3,-3.2,62.2,1.47,18.2,31.5,68.4,50.8,17.3,49.7,53.4,88.78,49.1,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7
0,15.0,12.0,3.0,720.0,113.2,104.3,8.9,56.4,1.81,17.8,29.3,74.5,52.4,13.7,54.3,57.1,94.6,55.4,17.0,9.0,8.0,821.0,103.1,105.3,-2.3,55.6,1.58,16.3,23.0,72.8,48.1,13.6,50.0,53.9,92.99,49.1
0,17.0,12.0,5.0,826.0,100.9,99.2,1.7,71.1,1.97,20.4,22.7,66.5,45.5,14.2,49.2,53.4,93.21,53.6,16.0,9.0,7.0,778.0,108.4,108.5,-0.2,65.1,1.59,18.5,33.7,73.1,53.6,16.4,50.8,55.2,94.52,50.5
0,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2
1,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1,17.0,4.0,13.0,821.0,99.7,110.6,-10.8,56.9,1.32,15.2,31.8,67.8,49.1,15.9,45.9,50.2,92.02,42.4
0,15.0,7.0,8.0,735.0,100.8,103.7,-2.9,52.8,1.22,15.3,31.0,67.1,48.9,16.9,48.2,51.9,89.11,46.2,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6
0,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0
0,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3,18.0,6.0,12.0,874.0,108.1,110.0,-1.9,51.1,1.53,15.8,32.6,66.9,49.1,14.2,50.0,53.3,96.8,47.9
0,16.0,9.0,7.0,773.0,105.3,104.9,0.5,57.0,1.23,16.3,31.5,71.1,51.3,18.1,52.9,54.9,90.47,49.3,16.0,10.0,6.0,778.0,105.7,101.7,4.1,56.3,1.46,16.6,30.6,65.2,48.4,15.6,50.1,54.4,89.46,54.5
0,16.0,7.0,9.0,788.0,106.8,107.4,-0.6,57.0,1.47,16.8,31.4,69.6,51.0,15.7,50.6,54.8,91.77,50.2,17.0,11.0,6.0,816.0,109.6,107.2,2.4,60.4,1.8,17.9,32.8,66.5,50.0,14.1,50.6,54.3,92.12,52.1
1,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2,17.0,11.0,6.0,836.0,106.8,104.8,2.0,62.4,1.46,17.4,33.7,70.4,53.3,16.7,50.1,55.1,91.84,53.7
0,17.0,6.0,11.0,816.0,104.4,113.0,-8.6,51.1,1.27,14.7,30.4,67.9,48.5,15.6,48.7,53.2,89.65,44.1,16.0,11.0,5.0,778.0,112.8,105.2,7.7,49.3,1.27,15.4,31.0,68.6,50.9,16.2,53.9,58.3,93.32,54.1
1,16.0,8.0,8.0,768.0,102.3,98.2,4.1,57.6,1.87,17.2,29.9,73.7,51.3,12.9,47.5,50.3,90.88,51.9,17.0,3.0,14.0,821.0,97.6,107.2,-9.6,66.7,1.69,17.6,28.1,66.0,46.2,14.5,43.9,49.3,92.08,45.0
1,17.0,12.0,5.0,826.0,100.9,99.2,1.7,71.1,1.97,20.4,22.7,66.5,45.5,14.2,49.2,53.4,93.21,53.6,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1
1,17.0,4.0,13.0,821.0,99.7,110.6,-10.8,56.9,1.32,15.2,31.8,67.8,49.1,15.9,45.9,50.2,92.02,42.4,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7
1,16.0,13.0,3.0,773.0,108.8,100.6,8.2,61.5,1.69,17.7,38.2,69.0,53.9,15.3,49.7,52.9,88.49,54.9,16.0,9.0,7.0,773.0,105.3,104.9,0.5,57.0,1.23,16.3,31.5,71.1,51.3,18.1,52.9,54.9,90.47,49.3
1,17.0,9.0,8.0,821.0,103.1,105.3,-2.3,55.6,1.58,16.3,23.0,72.8,48.1,13.6,50.0,53.9,92.99,49.1,16.0,9.0,7.0,778.0,108.4,108.5,-0.2,65.1,1.59,18.5,33.7,73.1,53.6,16.4,50.8,55.2,94.52,50.5
1,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1
0,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9
0,17.0,11.0,6.0,816.0,109.6,107.2,2.4,60.4,1.8,17.9,32.8,66.5,50.0,14.1,50.6,54.3,92.12,52.1,16.0,10.0,6.0,778.0,105.7,101.7,4.1,56.3,1.46,16.6,30.6,65.2,48.4,15.6,50.1,54.4,89.46,54.5
0,17.0,6.0,11.0,826.0,103.9,107.2,-3.3,61.8,1.44,17.4,30.0,68.6,49.8,16.6,49.5,54.5,91.58,48.7,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7
0,17.0,11.0,6.0,836.0,106.8,104.8,2.0,62.4,1.46,17.4,33.7,70.4,53.3,16.7,50.1,55.1,91.84,53.7,16.0,7.0,9.0,788.0,106.8,107.4,-0.6,57.0,1.47,16.8,31.4,69.6,51.0,15.7,50.6,54.8,91.77,50.2
0,16.0,11.0,5.0,778.0,112.8,105.2,7.7,49.3,1.27,15.4,31.0,68.6,50.9,16.2,53.9,58.3,93.32,54.1,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2
1,17.0,10.0,7.0,816.0,109.2,104.0,5.2,68.0,2.06,20.1,29.7,67.2,48.4,14.0,51.1,54.7,96.26,54.0,17.0,6.0,11.0,816.0,104.4,113.0,-8.6,51.1,1.27,14.7,30.4,67.9,48.5,15.6,48.7,53.2,89.65,44.1
0,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0,18.0,6.0,12.0,874.0,108.1,110.0,-1.9,51.1,1.53,15.8,32.6,66.9,49.1,14.2,50.0,53.3,96.8,47.9
0,17.0,11.0,6.0,816.0,109.6,107.2,2.4,60.4,1.8,17.9,32.8,66.5,50.0,14.1,50.6,54.3,92.12,52.1,16.0,9.0,7.0,773.0,105.3,104.9,0.5,57.0,1.23,16.3,31.5,71.1,51.3,18.1,52.9,54.9,90.47,49.3
1,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7,16.0,8.0,8.0,768.0,102.3,98.2,4.1,57.6,1.87,17.2,29.9,73.7,51.3,12.9,47.5,50.3,90.88,51.9
1,16.0,13.0,3.0,773.0,108.8,100.6,8.2,61.5,1.69,17.7,38.2,69.0,53.9,15.3,49.7,52.9,88.49,54.9,17.0,6.0,11.0,826.0,103.9,107.2,-3.3,61.8,1.44,17.4,30.0,68.6,49.8,16.6,49.5,54.5,91.58,48.7
0,17.0,4.0,13.0,821.0,99.7,110.6,-10.8,56.9,1.32,15.2,31.8,67.8,49.1,15.9,45.9,50.2,92.02,42.4,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1
1,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7
1,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1,17.0,5.0,12.0,821.0,102.1,105.3,-3.2,62.2,1.47,18.2,31.5,68.4,50.8,17.3,49.7,53.4,88.78,49.1
0,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6,16.0,11.0,5.0,778.0,112.8,105.2,7.7,49.3,1.27,15.4,31.0,68.6,50.9,16.2,53.9,58.3,93.32,54.1
0,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3,15.0,12.0,3.0,720.0,113.2,104.3,8.9,56.4,1.81,17.8,29.3,74.5,52.4,13.7,54.3,57.1,94.6,55.4
0,15.0,7.0,8.0,735.0,100.8,103.7,-2.9,52.8,1.22,15.3,31.0,67.1,48.9,16.9,48.2,51.9,89.11,46.2,16.0,9.0,7.0,778.0,108.4,108.5,-0.2,65.1,1.59,18.5,33.7,73.1,53.6,16.4,50.8,55.2,94.52,50.5
1,17.0,11.0,6.0,836.0,106.8,104.8,2.0,62.4,1.46,17.4,33.7,70.4,53.3,16.7,50.1,55.1,91.84,53.7,17.0,9.0,8.0,821.0,103.1,105.3,-2.3,55.6,1.58,16.3,23.0,72.8,48.1,13.6,50.0,53.9,92.99,49.1
1,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2
0,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1,16.0,7.0,9.0,788.0,106.8,107.4,-0.6,57.0,1.47,16.8,31.4,69.6,51.0,15.7,50.6,54.8,91.77,50.2
1,17.0,12.0,5.0,826.0,100.9,99.2,1.7,71.1,1.97,20.4,22.7,66.5,45.5,14.2,49.2,53.4,93.21,53.6,17.0,10.0,7.0,816.0,109.2,104.0,5.2,68.0,2.06,20.1,29.7,67.2,48.4,14.0,51.1,54.7,96.26,54.0
0,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6,17.0,5.0,12.0,821.0,102.1,105.3,-3.2,62.2,1.47,18.2,31.5,68.4,50.8,17.3,49.7,53.4,88.78,49.1
0,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0,17.0,6.0,11.0,816.0,104.4,113.0,-8.6,51.1,1.27,14.7,30.4,67.9,48.5,15.6,48.7,53.2,89.65,44.1
1,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2,18.0,6.0,12.0,874.0,108.1,110.0,-1.9,51.1,1.53,15.8,32.6,66.9,49.1,14.2,50.0,53.3,96.8,47.9
1,17.0,10.0,7.0,816.0,109.2,104.0,5.2,68.0,2.06,20.1,29.7,67.2,48.4,14.0,51.1,54.7,96.26,54.0,17.0,3.0,14.0,821.0,97.6,107.2,-9.6,66.7,1.69,17.6,28.1,66.0,46.2,14.5,43.9,49.3,92.08,45.0
1,17.0,11.0,6.0,816.0,109.6,107.2,2.4,60.4,1.8,17.9,32.8,66.5,50.0,14.1,50.6,54.3,92.12,52.1,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9
0,17.0,4.0,13.0,821.0,99.7,110.6,-10.8,56.9,1.32,15.2,31.8,67.8,49.1,15.9,45.9,50.2,92.02,42.4,16.0,9.0,7.0,773.0,105.3,104.9,0.5,57.0,1.23,16.3,31.5,71.1,51.3,18.1,52.9,54.9,90.47,49.3
0,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7,17.0,6.0,11.0,826.0,103.9,107.2,-3.3,61.8,1.44,17.4,30.0,68.6,49.8,16.6,49.5,54.5,91.58,48.7
0,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1
1,16.0,10.0,6.0,778.0,105.7,101.7,4.1,56.3,1.46,16.6,30.6,65.2,48.4,15.6,50.1,54.4,89.46,54.5,15.0,7.0,8.0,735.0,100.8,103.7,-2.9,52.8,1.22,15.3,31.0,67.1,48.9,16.9,48.2,51.9,89.11,46.2
0,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3,16.0,11.0,5.0,778.0,112.8,105.2,7.7,49.3,1.27,15.4,31.0,68.6,50.9,16.2,53.9,58.3,93.32,54.1
0,17.0,9.0,8.0,821.0,103.1,105.3,-2.3,55.6,1.58,16.3,23.0,72.8,48.1,13.6,50.0,53.9,92.99,49.1,15.0,12.0,3.0,720.0,113.2,104.3,8.9,56.4,1.81,17.8,29.3,74.5,52.4,13.7,54.3,57.1,94.6,55.4
0,17.0,6.0,11.0,816.0,104.4,113.0,-8.6,51.1,1.27,14.7,30.4,67.9,48.5,15.6,48.7,53.2,89.65,44.1,17.0,11.0,6.0,836.0,106.8,104.8,2.0,62.4,1.46,17.4,33.7,70.4,53.3,16.7,50.1,55.1,91.84,53.7
0,16.0,9.0,7.0,778.0,108.4,108.5,-0.2,65.1,1.59,18.5,33.7,73.1,53.6,16.4,50.8,55.2,94.52,50.5,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2
0,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6
1,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2
0,17.0,3.0,14.0,821.0,97.6,107.2,-9.6,66.7,1.69,17.6,28.1,66.0,46.2,14.5,43.9,49.3,92.08,45.0,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7
0,15.0,7.0,8.0,735.0,100.8,103.7,-2.9,52.8,1.22,15.3,31.0,67.1,48.9,16.9,48.2,51.9,89.11,46.2,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7
0,17.0,6.0,11.0,826.0,103.9,107.2,-3.3,61.8,1.44,17.4,30.0,68.6,49.8,16.6,49.5,54.5,91.58,48.7,16.0,13.0,3.0,773.0,108.8,100.6,8.2,61.5,1.69,17.7,38.2,69.0,53.9,15.3,49.7,52.9,88.49,54.9
1,17.0,9.0,8.0,821.0,103.1,105.3,-2.3,55.6,1.58,16.3,23.0,72.8,48.1,13.6,50.0,53.9,92.99,49.1,16.0,7.0,9.0,788.0,106.8,107.4,-0.6,57.0,1.47,16.8,31.4,69.6,51.0,15.7,50.6,54.8,91.77,50.2
1,15.0,12.0,3.0,720.0,113.2,104.3,8.9,56.4,1.81,17.8,29.3,74.5,52.4,13.7,54.3,57.1,94.6,55.4,17.0,5.0,12.0,821.0,102.1,105.3,-3.2,62.2,1.47,18.2,31.5,68.4,50.8,17.3,49.7,53.4,88.78,49.1
1,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9,17.0,10.0,7.0,816.0,109.2,104.0,5.2,68.0,2.06,20.1,29.7,67.2,48.4,14.0,51.1,54.7,96.26,54.0
0,18.0,6.0,12.0,874.0,108.1,110.0,-1.9,51.1,1.53,15.8,32.6,66.9,49.1,14.2,50.0,53.3,96.8,47.9,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1
1,17.0,11.0,6.0,816.0,109.6,107.2,2.4,60.4,1.8,17.9,32.8,66.5,50.0,14.1,50.6,54.3,92.12,52.1,17.0,4.0,13.0,821.0,99.7,110.6,-10.8,56.9,1.32,15.2,31.8,67.8,49.1,15.9,45.9,50.2,92.02,42.4
0,16.0,9.0,7.0,778.0,108.4,108.5,-0.2,65.1,1.59,18.5,33.7,73.1,53.6,16.4,50.8,55.2,94.52,50.5,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3
0,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2,19.0,11.0,8.0,942.0,105.2,103.4,1.8,58.6,1.53,17.2,29.1,68.9,49.1,15.4,50.3,53.8,89.81,51.1
0,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2,17.0,12.0,5.0,826.0,100.9,99.2,1.7,71.1,1.97,20.4,22.7,66.5,45.5,14.2,49.2,53.4,93.21,53.6
0,16.0,8.0,8.0,768.0,102.3,98.2,4.1,57.6,1.87,17.2,29.9,73.7,51.3,12.9,47.5,50.3,90.88,51.9,15.0,12.0,3.0,720.0,113.2,104.3,8.9,56.4,1.81,17.8,29.3,74.5,52.4,13.7,54.3,57.1,94.6,55.4
0,16.0,10.0,6.0,778.0,105.7,101.7,4.1,56.3,1.46,16.6,30.6,65.2,48.4,15.6,50.1,54.4,89.46,54.5,16.0,11.0,5.0,778.0,112.8,105.2,7.7,49.3,1.27,15.4,31.0,68.6,50.9,16.2,53.9,58.3,93.32,54.1
0,18.0,6.0,12.0,869.0,103.7,106.2,-2.5,59.5,1.69,17.6,21.6,66.4,44.9,13.9,51.2,54.9,93.24,47.1,17.0,6.0,11.0,816.0,104.4,113.0,-8.6,51.1,1.27,14.7,30.4,67.9,48.5,15.6,48.7,53.2,89.65,44.1
1,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0,17.0,11.0,6.0,836.0,106.8,104.8,2.0,62.4,1.46,17.4,33.7,70.4,53.3,16.7,50.1,55.1,91.84,53.7
1,17.0,12.0,5.0,826.0,100.9,99.2,1.7,71.1,1.97,20.4,22.7,66.5,45.5,14.2,49.2,53.4,93.21,53.6,17.0,3.0,14.0,821.0,97.6,107.2,-9.6,66.7,1.69,17.6,28.1,66.0,46.2,14.5,43.9,49.3,92.08,45.0
0,16.0,10.0,6.0,778.0,105.7,101.7,4.1,56.3,1.46,16.6,30.6,65.2,48.4,15.6,50.1,54.4,89.46,54.5,17.0,8.0,9.0,821.0,106.7,106.1,0.6,53.0,1.41,15.3,31.4,68.5,50.0,14.8,49.0,53.8,90.56,49.9
1,15.0,7.0,8.0,735.0,100.8,103.7,-2.9,52.8,1.22,15.3,31.0,67.1,48.9,16.9,48.2,51.9,89.11,46.2,16.0,5.0,11.0,768.0,102.5,104.6,-2.2,52.6,1.33,15.5,30.9,71.1,50.6,16.0,48.5,51.5,91.84,47.2
1,19.0,11.0,8.0,942.0,107.2,106.1,1.1,56.6,1.64,16.6,36.7,71.3,53.2,14.4,47.6,51.9,92.99,50.2,18.0,8.0,10.0,864.0,102.0,105.8,-3.8,57.5,1.33,15.7,31.5,69.9,49.9,16.2,47.1,51.7,92.56,46.7
0,17.0,10.0,7.0,816.0,109.2,104.0,5.2,68.0,2.06,20.1,29.7,67.2,48.4,14.0,51.1,54.7,96.26,54.0,17.0,9.0,8.0,821.0,104.4,99.3,5.1,56.7,1.24,15.6,33.6,70.0,51.8,17.3,49.1,53.4,94.68,53.7
1,16.0,9.0,7.0,778.0,108.4,108.5,-0.2,65.1,1.59,18.5,33.7,73.1,53.6,16.4,50.8,55.2,94.52,50.5,16.0,13.0,3.0,773.0,108.8,100.6,8.2,61.5,1.69,17.7,38.2,69.0,53.9,15.3,49.7,52.9,88.49,54.9
0,18.0,6.0,12.0,874.0,108.1,110.0,-1.9,51.1,1.53,15.8,32.6,66.9,49.1,14.2,50.0,53.3,96.8,47.9,16.0,7.0,9.0,788.0,106.8,107.4,-0.6,57.0,1.47,16.8,31.4,69.6,51.0,15.7,50.6,54.8,91.77,50.2
0,17.0,5.0,12.0,821.0,102.1,105.3,-3.2,62.2,1.47,18.2,31.5,68.4,50.8,17.3,49.7,53.4,88.78,49.1,20.0,11.0,9.0,970.0,107.9,106.1,1.8,55.9,1.66,16.5,33.2,68.7,50.2,13.9,49.6,52.7,88.13,50.6
0,17.0,4.0,13.0,821.0,99.7,110.6,-10.8,56.9,1.32,15.2,31.8,67.8,49.1,15.9,45.9,50.2,92.02,42.4,16.0,8.0,8.0,768.0,102.3,98.2,4.1,57.6,1.87,17.2,29.9,73.7,51.3,12.9,47.5,50.3,90.88,51.9
0,17.0,7.0,10.0,831.0,107.0,109.4,-2.4,54.6,1.4,15.6,32.0,68.3,50.0,15.3,49.3,53.6,94.01,47.3,15.0,8.0,7.0,735.0,104.3,103.6,0.6,56.4,1.61,16.4,32.9,69.8,50.5,14.2,47.6,51.8,93.06,50.0
